Application_ID,Customer_ID,Application_Date,Branch_ID,RM_ID,Account_Type,Customer_Type,Risk_Level,KYC_Status,Approval_Status,Processing_Days,Escalation,Escalation_Reason
APP02967,C02967,2025-05-31,B001,RM003,Business,Business,High,Completed,Approved,16,Yes,Risk Assessment
APP02968,C02968,2025-02-20,B009,RM018,Savings,Individual,Low,Completed,Approved,2,No,
APP02969,C02969,2025-10-16,B004,RM009,Savings,Individual,Medium,Completed,Approved,8,No,
APP02970,C02970,2025-04-07,B007,RM015,Business,Business,Medium,Completed,Rejected,3,No,
APP02971,C02971,2025-09-16,B001,RM001,Savings,Individual,Medium,Completed,Approved,17,Yes,KYC Documentation
APP02972,C02972,2025-01-06,B002,RM005,Business,Business,Medium,Completed,Pending,7,No,
APP02973,C02973,2025-03-23,B002,RM005,Savings,Individual,Low,Completed,Approved,10,Yes,Risk Assessment
APP02974,C02974,2025-07-09,B001,RM002,Business,Business,Medium,Completed,Approved,10,No,
APP02975,C02975,2025-01-12,B003,RM007,Current,Individual,Medium,Completed,Approved,4,No,
APP02976,C02976,2025-03-22,B010,RM021,Current,Business,High,Completed,Approved,19,Yes,Sanctions Screening
APP02977,C02977,2025-11-06,B002,RM005,Savings,Individual,Low,Completed,Approved,2,No,
APP02978,C02978,2025-09-29,B003,RM007,Savings,Individual,Low,Completed,Approved,10,No,
APP02979,C02979,2025-06-27,B007,RM014,Current,Individual,Medium,Pending,Pending,9,No,
APP02980,C02980,2025-05-12,B006,RM013,Current,Individual,High,Pending,Pending,15,No,
APP02981,C02981,2025-10-10,B005,RM011,Savings,Individual,Low,Completed,Approved,6,No,
APP02982,C02982,2025-10-01,B007,RM014,Savings,Individual,High,Completed,Rejected,4,No,
APP02983,C02983,2025-10-04,B002,RM005,Current,Individual,Medium,Completed,Pending,9,No,
APP02984,C02984,2025-07-18,B004,RM009,Savings,Individual,Low,Completed,Approved,10,No,
APP02985,C02985,2025-12-19,B007,RM014,Savings,Individual,Low,Completed,Approved,8,No,
APP02986,C02986,2025-06-02,B001,RM003,Savings,Individual,Medium,Completed,Approved,9,No,
APP02987,C02987,2025-11-22,B008,RM017,Current,Individual,Low,Completed,Approved,9,No,
APP02988,C02988,2025-10-12,B009,RM019,Savings,Individual,Low,Completed,Approved,4,No,
APP02989,C02989,2025-11-25,B004,RM009,Savings,Individual,Medium,Completed,Approved,9,No,
APP02990,C02990,2025-02-24,B009,RM018,Savings,Individual,Medium,Completed,Approved,10,No,
APP02991,C02991,2025-09-12,B006,RM012,Current,Individual,Low,Completed,Approved,7,No,
APP02992,C02992,2025-09-07,B007,RM014,Current,Individual,Low,Completed,Approved,9,No,
APP02993,C02993,2025-04-13,B001,RM002,Current,Individual,Medium,Completed,Approved,3,No,
APP02994,C02994,2025-09-02,B004,RM008,Current,Individual,Low,Completed,Approved,9,No,
APP02995,C02995,2025-11-01,B009,RM018,Premium,Individual,Low,Completed,Approved,5,No,
APP02996,C02996,2025-02-26,B007,RM015,Savings,Individual,Medium,Completed,Approved,2,No,
APP02997,C02997,2025-06-30,B005,RM011,Premium,Individual,Medium,Completed,Approved,4,No,
APP02998,C02998,2025-01-17,B001,RM003,Business,Business,Medium,Completed,Pending,19,No,
APP02999,C02999,2025-09-24,B009,RM018,Savings,Individual,Medium,Completed,Approved,2,No,
APP03000,C03000,2025-02-28,B006,RM013,Current,Individual,Medium,Completed,Approved,8,No,
APP03001,C03001,2025-03-13,B006,RM012,Current,Business,Medium,Completed,Approved,7,No,
APP03002,C03002,2025-08-07,B006,RM013,Premium,Individual,Low,Completed,Approved,6,No,
APP03003,C03003,2025-03-18,B009,RM019,Current,Individual,Low,Completed,Approved,9,No,
APP03004,C03004,2025-03-31,B004,RM008,Current,Individual,Low,Completed,Approved,9,No,
APP03005,C03005,2025-03-24,B002,RM005,Savings,Individual,Low,Completed,Approved,6,No,
APP03006,C03006,2025-01-23,B008,RM016,Business,Business,Medium,Completed,Approved,13,Yes,KYC Documentation
APP03007,C03007,2025-02-23,B002,RM005,Current,Individual,Medium,Completed,Approved,5,No,
APP03008,C03008,2025-10-13,B002,RM004,Savings,Individual,Low,Completed,Approved,5,No,
APP03009,C03009,2025-11-12,B001,RM002,Current,Business,Medium,Completed,Approved,10,No,
APP03010,C03010,2025-07-19,B005,RM011,Savings,Individual,High,Completed,Rejected,5,No,
APP03011,C03011,2025-11-29,B002,RM005,Savings,Individual,Low,Completed,Approved,8,No,
APP03012,C03012,2025-02-14,B004,RM008,Current,Individual,Low,Completed,Approved,6,No,
APP03013,C03013,2025-11-25,B005,RM011,Current,Business,High,Completed,Approved,9,No,
APP03014,C03014,2025-11-30,B007,RM015,Savings,Individual,Medium,Pending,Pending,10,No,
APP03015,C03015,2025-10-24,B008,RM016,Savings,Individual,Low,Completed,Approved,7,No,
APP03016,C03016,2025-01-03,B001,RM001,Business,Business,High,Completed,Pending,9,Yes,Risk Assessment
APP03017,C03017,2025-08-08,B010,RM020,Premium,Individual,Medium,Completed,Approved,2,No,
APP03018,C03018,2025-10-27,B003,RM006,Savings,Individual,Low,Completed,Approved,2,No,
APP03019,C03019,2025-10-18,B007,RM014,Premium,Individual,Low,Pending,Pending,3,No,
APP03020,C03020,2025-01-04,B007,RM014,Current,Individual,Low,Completed,Approved,7,No,
APP03021,C03021,2025-06-08,B005,RM010,Savings,Individual,Low,Completed,Approved,2,No,
APP03022,C03022,2025-01-28,B006,RM013,Current,Business,Medium,Completed,Approved,8,No,
APP03023,C03023,2025-03-08,B007,RM015,Savings,Individual,Medium,Completed,Approved,4,No,
APP03024,C03024,2025-01-03,B002,RM004,Savings,Individual,Medium,Pending,Pending,11,No,
APP03025,C03025,2025-04-03,B002,RM004,Business,Business,Medium,Completed,Approved,19,Yes,Risk Assessment
APP03026,C03026,2025-12-18,B009,RM019,Current,Individual,Low,Pending,Pending,7,No,
APP03027,C03027,2025-01-29,B004,RM008,Current,Business,Medium,Completed,Approved,8,No,
APP03028,C03028,2025-07-23,B006,RM012,Savings,Individual,Low,Completed,Approved,3,No,
APP03029,C03029,2025-01-24,B004,RM009,Business,Business,High,Completed,Approved,17,Yes,Sanctions Screening
APP03030,C03030,2025-02-03,B009,RM018,Savings,Individual,Medium,Pending,Pending,16,No,
APP03031,C03031,2025-02-17,B004,RM008,Business,Business,Medium,Completed,Approved,4,No,
APP03032,C03032,2025-07-03,B007,RM014,Business,Business,Medium,Completed,Pending,9,Yes,Enhanced Due Diligence
APP03033,C03033,2025-08-23,B004,RM008,Current,Individual,Low,Failed,Rejected,4,No,
APP03034,C03034,2025-05-06,B001,RM002,Savings,Individual,Medium,Completed,Approved,8,No,
APP03035,C03035,2025-06-23,B010,RM021,Premium,Individual,Medium,Completed,Approved,7,No,
APP03036,C03036,2025-02-01,B002,RM005,Premium,Business,Medium,Pending,Pending,7,No,
APP03037,C03037,2025-05-26,B003,RM007,Savings,Individual,Low,Completed,Approved,3,No,
APP03038,C03038,2025-02-11,B010,RM020,Savings,Individual,Low,Failed,Rejected,2,No,
APP03039,C03039,2025-03-22,B006,RM013,Current,Individual,Low,Completed,Approved,5,No,
APP03040,C03040,2025-10-09,B009,RM018,Savings,Individual,Low,Completed,Approved,10,No,
APP03041,C03041,2025-09-10,B001,RM002,Current,Business,Medium,Pending,Pending,19,No,
APP03042,C03042,2025-04-06,B003,RM007,Savings,Individual,Medium,Completed,Approved,7,No,
APP03043,C03043,2025-03-25,B004,RM009,Premium,Individual,Low,Pending,Pending,17,No,
APP03044,C03044,2025-03-26,B006,RM012,Premium,Individual,Low,Completed,Approved,17,Yes,Compliance Review
APP03045,C03045,2025-05-21,B004,RM009,Current,Individual,Low,Completed,Approved,9,Yes,Risk Assessment
APP03046,C03046,2025-11-05,B003,RM006,Business,Business,Medium,Failed,Rejected,5,No,
APP03047,C03047,2025-12-27,B002,RM004,Premium,Individual,Low,Completed,Approved,5,No,
APP03048,C03048,2025-03-16,B002,RM004,Current,Individual,Medium,Completed,Approved,10,No,
APP03049,C03049,2025-08-08,B008,RM016,Savings,Individual,Low,Pending,Pending,16,No,
APP03050,C03050,2025-12-21,B010,RM020,Premium,Individual,Medium,Completed,Approved,6,No,
APP03051,C03051,2025-08-30,B001,RM002,Business,Business,Medium,Pending,Pending,5,No,
APP03052,C03052,2025-05-15,B009,RM019,Premium,Individual,Low,Completed,Approved,9,No,
APP03053,C03053,2025-03-18,B009,RM019,Savings,Individual,Medium,Completed,Approved,5,No,
APP03054,C03054,2025-12-05,B007,RM014,Current,Business,Medium,Completed,Approved,18,Yes,Risk Assessment
APP03055,C03055,2025-08-19,B003,RM007,Savings,Individual,Medium,Completed,Approved,2,No,
APP03056,C03056,2025-01-17,B010,RM021,Current,Individual,Low,Completed,Approved,4,No,
APP03057,C03057,2025-11-11,B003,RM006,Savings,Individual,Low,Completed,Approved,8,No,
APP03058,C03058,2025-11-22,B005,RM011,Savings,Individual,High,Completed,Approved,18,Yes,Sanctions Screening
APP03059,C03059,2025-07-02,B002,RM004,Premium,Individual,Low,Completed,Approved,2,No,
APP03060,C03060,2025-04-03,B010,RM020,Savings,Individual,Medium,Completed,Approved,7,No,
APP03061,C03061,2025-08-29,B008,RM017,Savings,Individual,Medium,Completed,Approved,10,No,
APP03062,C03062,2025-05-14,B010,RM020,Current,Individual,Low,Completed,Approved,8,No,
APP03063,C03063,2025-06-29,B004,RM009,Current,Individual,Low,Pending,Pending,5,No,
APP03064,C03064,2025-04-25,B004,RM008,Savings,Individual,Low,Completed,Approved,9,No,
APP03065,C03065,2025-12-21,B004,RM009,Savings,Individual,Medium,Completed,Approved,5,No,
APP03066,C03066,2025-02-06,B003,RM007,Premium,Business,High,Failed,Rejected,3,No,
APP03067,C03067,2025-10-30,B007,RM014,Savings,Individual,Medium,Completed,Approved,9,No,
APP03068,C03068,2025-10-04,B006,RM013,Savings,Individual,Medium,Completed,Approved,7,No,
APP03069,C03069,2025-11-14,B008,RM017,Savings,Individual,Low,Completed,Rejected,7,No,
APP03070,C03070,2025-03-05,B004,RM009,Savings,Individual,Medium,Completed,Approved,3,No,
APP03071,C03071,2025-04-04,B007,RM015,Savings,Individual,Low,Completed,Approved,10,No,
APP03072,C03072,2025-02-10,B005,RM010,Savings,Individual,High,Completed,Approved,10,No,
APP03073,C03073,2025-09-16,B007,RM015,Business,Business,High,Completed,Approved,9,No,
APP03074,C03074,2025-01-27,B005,RM011,Savings,Individual,Medium,Completed,Approved,2,No,
APP03075,C03075,2025-11-15,B002,RM005,Savings,Individual,Medium,Completed,Approved,8,No,
APP03076,C03076,2025-03-08,B008,RM017,Savings,Individual,High,Completed,Approved,4,No,
APP03077,C03077,2025-05-11,B009,RM019,Savings,Individual,Low,Completed,Approved,5,No,
APP03078,C03078,2025-03-08,B005,RM011,Current,Individual,Low,Completed,Approved,9,No,
APP03079,C03079,2025-11-07,B008,RM016,Current,Individual,Medium,Completed,Approved,9,No,
APP03080,C03080,2025-09-20,B004,RM008,Current,Individual,Low,Completed,Approved,5,No,
APP03081,C03081,2025-08-14,B008,RM016,Business,Business,Medium,Completed,Approved,7,No,
APP03082,C03082,2025-03-25,B001,RM003,Savings,Individual,Low,Completed,Approved,8,No,
APP03083,C03083,2025-04-10,B003,RM006,Savings,Individual,High,Completed,Pending,14,No,
APP03084,C03084,2025-07-05,B001,RM003,Current,Individual,Medium,Completed,Approved,10,No,
APP03085,C03085,2025-12-11,B008,RM016,Current,Individual,Low,Completed,Approved,4,No,
APP03086,C03086,2025-09-27,B009,RM019,Savings,Individual,Medium,Completed,Approved,2,No,
APP03087,C03087,2025-02-21,B006,RM012,Savings,Individual,Medium,Completed,Approved,7,No,
APP03088,C03088,2025-03-26,B004,RM009,Current,Individual,Low,Completed,Approved,10,No,
APP03089,C03089,2025-09-10,B002,RM004,Savings,Individual,Low,Pending,Pending,12,No,
APP03090,C03090,2025-11-26,B008,RM016,Savings,Individual,Low,Completed,Pending,7,No,
APP03091,C03091,2025-11-28,B005,RM010,Business,Business,High,Completed,Approved,5,No,
APP03092,C03092,2025-11-25,B004,RM008,Savings,Individual,Low,Completed,Approved,3,No,
APP03093,C03093,2025-11-12,B004,RM009,Premium,Individual,Low,Completed,Approved,8,No,
APP03094,C03094,2025-07-04,B008,RM017,Savings,Individual,Low,Completed,Approved,2,No,
APP03095,C03095,2025-01-23,B003,RM007,Savings,Individual,Low,Completed,Approved,7,No,
APP03096,C03096,2025-09-25,B010,RM020,Current,Individual,Medium,Completed,Approved,2,No,
APP03097,C03097,2025-01-03,B006,RM012,Savings,Individual,Low,Completed,Pending,12,No,
APP03098,C03098,2025-09-20,B004,RM009,Current,Individual,Low,Pending,Pending,2,No,
APP03099,C03099,2025-11-29,B001,RM003,Current,Individual,High,Completed,Approved,5,Yes,Sanctions Screening
APP03100,C03100,2025-06-19,B005,RM010,Business,Business,Medium,Pending,Pending,16,No,
APP03101,C03101,2025-07-16,B009,RM018,Savings,Individual,Low,Failed,Rejected,3,No,
APP03102,C03102,2025-03-29,B007,RM014,Current,Individual,Low,Completed,Approved,4,No,
APP03103,C03103,2025-12-29,B001,RM001,Savings,Individual,Low,Pending,Pending,16,No,
APP03104,C03104,2025-05-27,B010,RM021,Current,Individual,Low,Completed,Approved,4,No,
APP03105,C03105,2025-07-22,B007,RM015,Savings,Individual,Medium,Pending,Pending,20,No,
APP03106,C03106,2025-09-01,B001,RM002,Savings,Individual,Medium,Completed,Approved,16,Yes,Risk Assessment
APP03107,C03107,2025-03-25,B003,RM006,Savings,Individual,Medium,Completed,Approved,9,No,
APP03108,C03108,2025-03-10,B004,RM008,Premium,Individual,Low,Completed,Approved,11,Yes,KYC Documentation
APP03109,C03109,2025-02-19,B010,RM020,Savings,Individual,Low,Completed,Approved,6,No,
APP03110,C03110,2025-02-28,B006,RM013,Business,Business,Medium,Completed,Approved,7,No,
APP03111,C03111,2025-12-14,B005,RM011,Savings,Individual,High,Completed,Pending,17,No,
APP03112,C03112,2025-04-01,B001,RM003,Current,Individual,Low,Completed,Approved,2,No,
APP03113,C03113,2025-10-22,B007,RM015,Savings,Individual,Low,Pending,Pending,5,No,
APP03114,C03114,2025-09-10,B004,RM008,Premium,Individual,Low,Completed,Approved,9,No,
APP03115,C03115,2025-04-28,B001,RM003,Premium,Individual,Medium,Completed,Approved,9,No,
APP03116,C03116,2025-01-31,B009,RM018,Premium,Individual,Medium,Completed,Pending,16,Yes,Sanctions Screening
APP03117,C03117,2025-02-15,B010,RM020,Savings,Individual,Low,Completed,Approved,5,No,
APP03118,C03118,2025-02-15,B009,RM018,Savings,Individual,Low,Completed,Approved,2,No,
APP03119,C03119,2025-09-02,B009,RM018,Savings,Individual,Medium,Completed,Approved,7,No,
APP03120,C03120,2025-08-01,B006,RM013,Current,Individual,Medium,Completed,Approved,8,No,
APP03121,C03121,2025-08-24,B010,RM021,Business,Business,Medium,Completed,Rejected,7,No,
APP03122,C03122,2025-06-20,B002,RM005,Business,Business,Medium,Completed,Approved,2,No,
APP03123,C03123,2025-02-11,B007,RM015,Current,Individual,High,Completed,Approved,15,Yes,Risk Assessment
APP03124,C03124,2025-08-21,B003,RM006,Savings,Individual,Low,Completed,Approved,8,No,
APP03125,C03125,2025-07-05,B005,RM011,Premium,Individual,Low,Completed,Approved,9,No,
APP03126,C03126,2025-09-03,B005,RM011,Current,Individual,Low,Failed,Rejected,2,No,
APP03127,C03127,2025-01-31,B001,RM003,Current,Business,Medium,Completed,Approved,2,No,
APP03128,C03128,2025-03-19,B006,RM012,Savings,Individual,Medium,Completed,Approved,18,Yes,Risk Assessment
APP03129,C03129,2025-12-26,B004,RM008,Premium,Individual,Low,Completed,Approved,2,No,
APP03130,C03130,2025-08-03,B001,RM003,Current,Individual,Medium,Completed,Pending,15,No,
APP03131,C03131,2025-04-23,B004,RM009,Savings,Individual,Medium,Pending,Pending,15,No,
APP03132,C03132,2025-04-23,B007,RM015,Savings,Individual,Low,Completed,Approved,6,No,
APP03133,C03133,2025-03-26,B005,RM011,Current,Individual,Medium,Completed,Rejected,7,Yes,KYC Documentation
APP03134,C03134,2025-11-22,B009,RM019,Current,Individual,High,Pending,Pending,14,No,
APP03135,C03135,2025-03-18,B006,RM012,Premium,Individual,Low,Completed,Pending,17,Yes,Sanctions Screening
APP03136,C03136,2025-02-27,B004,RM008,Premium,Business,High,Completed,Approved,6,Yes,Enhanced Due Diligence
APP03137,C03137,2025-08-10,B007,RM014,Current,Individual,High,Completed,Approved,8,No,
APP03138,C03138,2025-08-24,B003,RM006,Current,Individual,Low,Completed,Approved,3,No,
APP03139,C03139,2025-08-24,B007,RM015,Savings,Individual,Low,Completed,Approved,9,No,
APP03140,C03140,2025-08-15,B010,RM020,Savings,Individual,Low,Completed,Approved,6,No,
APP03141,C03141,2025-07-31,B010,RM020,Current,Individual,Medium,Completed,Approved,2,No,
APP03142,C03142,2025-10-09,B009,RM019,Current,Business,High,Completed,Pending,9,No,
APP03143,C03143,2025-03-18,B009,RM019,Premium,Individual,Low,Completed,Approved,10,No,
APP03144,C03144,2025-12-09,B005,RM010,Premium,Individual,Low,Completed,Approved,9,No,
APP03145,C03145,2025-08-20,B010,RM021,Premium,Individual,Medium,Pending,Pending,18,No,
APP03146,C03146,2025-09-18,B003,RM006,Premium,Individual,Medium,Pending,Pending,5,No,
APP03147,C03147,2025-05-12,B008,RM016,Savings,Individual,Low,Completed,Approved,10,No,
APP03148,C03148,2025-07-20,B004,RM008,Premium,Individual,Low,Completed,Approved,6,No,
APP03149,C03149,2025-09-15,B001,RM003,Business,Business,Medium,Completed,Approved,2,No,
APP03150,C03150,2025-10-19,B008,RM017,Premium,Individual,Medium,Completed,Approved,20,Yes,KYC Documentation
APP03151,C03151,2025-06-20,B003,RM007,Current,Individual,Low,Completed,Approved,5,No,
APP03152,C03152,2025-04-21,B003,RM007,Savings,Individual,Medium,Completed,Approved,3,No,
APP03153,C03153,2025-02-03,B007,RM015,Savings,Individual,High,Pending,Pending,13,No,
APP03154,C03154,2025-08-17,B003,RM007,Current,Individual,Low,Completed,Approved,2,No,
APP03155,C03155,2025-10-02,B001,RM001,Premium,Business,High,Completed,Rejected,8,No,
APP03156,C03156,2025-07-27,B008,RM017,Business,Business,Medium,Completed,Approved,3,No,
APP03157,C03157,2025-11-25,B009,RM018,Current,Individual,Medium,Completed,Approved,6,Yes,Risk Assessment
APP03158,C03158,2025-10-18,B005,RM011,Premium,Individual,Low,Completed,Approved,5,No,
APP03159,C03159,2025-12-05,B006,RM013,Savings,Individual,Medium,Completed,Approved,5,No,
APP03160,C03160,2025-08-29,B007,RM014,Current,Business,Medium,Failed,Rejected,2,No,
APP03161,C03161,2025-04-25,B006,RM013,Current,Individual,Low,Completed,Approved,7,No,
APP03162,C03162,2025-02-24,B006,RM013,Premium,Individual,Low,Completed,Approved,5,Yes,Enhanced Due Diligence
APP03163,C03163,2025-01-14,B004,RM008,Current,Individual,Low,Completed,Approved,8,No,
APP03164,C03164,2025-06-06,B005,RM011,Current,Individual,Medium,Completed,Approved,10,No,
APP03165,C03165,2025-02-03,B007,RM014,Business,Business,Medium,Completed,Approved,6,No,
APP03166,C03166,2025-03-21,B002,RM004,Current,Individual,Low,Completed,Approved,3,No,
APP03167,C03167,2025-11-15,B008,RM016,Current,Individual,Medium,Failed,Rejected,3,No,
APP03168,C03168,2025-08-11,B003,RM006,Savings,Individual,Medium,Completed,Approved,10,No,
APP03169,C03169,2025-08-07,B010,RM021,Savings,Individual,Low,Pending,Pending,2,No,
APP03170,C03170,2025-11-24,B002,RM004,Savings,Individual,Medium,Completed,Approved,6,No,
APP03171,C03171,2025-06-07,B006,RM012,Current,Business,Medium,Pending,Pending,14,No,
APP03172,C03172,2025-11-24,B001,RM003,Current,Individual,Medium,Completed,Approved,9,No,
APP03173,C03173,2025-08-27,B005,RM011,Current,Individual,Low,Completed,Approved,2,No,
APP03174,C03174,2025-07-29,B009,RM018,Current,Individual,Medium,Pending,Pending,16,No,
APP03175,C03175,2025-01-26,B003,RM007,Current,Individual,Low,Completed,Approved,16,Yes,Risk Assessment
APP03176,C03176,2025-10-11,B005,RM011,Current,Individual,Medium,Completed,Approved,9,No,
APP03177,C03177,2025-09-06,B003,RM007,Business,Business,Medium,Completed,Approved,9,No,
APP03178,C03178,2025-04-01,B007,RM015,Premium,Individual,Low,Completed,Approved,11,Yes,Enhanced Due Diligence
APP03179,C03179,2025-02-12,B004,RM008,Savings,Individual,Low,Completed,Approved,8,No,
APP03180,C03180,2025-02-17,B009,RM018,Business,Business,High,Completed,Approved,4,No,
APP03181,C03181,2025-03-19,B010,RM021,Business,Business,Medium,Completed,Approved,9,No,
APP03182,C03182,2025-08-03,B010,RM020,Premium,Individual,Medium,Completed,Approved,7,No,
APP03183,C03183,2025-09-17,B004,RM009,Premium,Individual,Low,Pending,Pending,6,No,
APP03184,C03184,2025-07-05,B009,RM019,Business,Business,Medium,Completed,Approved,4,No,
APP03185,C03185,2025-07-26,B002,RM005,Current,Individual,Low,Completed,Approved,4,No,
APP03186,C03186,2025-03-16,B003,RM007,Current,Individual,Low,Completed,Approved,9,No,
APP03187,C03187,2025-01-29,B005,RM010,Current,Individual,Low,Completed,Approved,4,No,
APP03188,C03188,2025-08-05,B003,RM006,Premium,Individual,Medium,Completed,Approved,7,No,
APP03189,C03189,2025-07-09,B002,RM005,Business,Business,Medium,Completed,Approved,4,No,
APP03190,C03190,2025-02-16,B007,RM014,Savings,Individual,Medium,Completed,Approved,7,No,
APP03191,C03191,2025-11-28,B001,RM002,Current,Individual,Low,Completed,Approved,3,No,
APP03192,C03192,2025-12-11,B001,RM001,Savings,Individual,Low,Pending,Pending,4,No,
APP03193,C03193,2025-04-18,B009,RM019,Savings,Individual,Medium,Completed,Approved,7,No,
APP03194,C03194,2025-05-08,B007,RM014,Savings,Individual,Low,Completed,Approved,2,No,
APP03195,C03195,2025-09-16,B001,RM002,Current,Individual,Medium,Completed,Approved,9,No,
APP03196,C03196,2025-06-13,B003,RM006,Current,Individual,Low,Pending,Pending,11,No,
APP03197,C03197,2025-03-18,B010,RM021,Business,Business,Medium,Completed,Approved,5,No,
APP03198,C03198,2025-05-09,B010,RM020,Current,Individual,Low,Completed,Approved,7,No,
APP03199,C03199,2025-09-05,B010,RM021,Premium,Individual,Low,Completed,Approved,8,No,
APP03200,C03200,2025-03-26,B008,RM016,Savings,Individual,Medium,Completed,Pending,16,No,
APP03201,C03201,2025-01-10,B005,RM011,Premium,Individual,Low,Completed,Approved,7,No,
APP03202,C03202,2025-06-16,B002,RM004,Premium,Individual,Low,Completed,Pending,10,Yes,Compliance Review
APP03203,C03203,2025-11-10,B006,RM013,Current,Individual,Low,Pending,Pending,2,No,
APP03204,C03204,2025-09-01,B007,RM014,Current,Individual,Low,Completed,Approved,4,No,
APP03205,C03205,2025-07-07,B010,RM021,Business,Business,Medium,Completed,Approved,5,No,
APP03206,C03206,2025-08-20,B002,RM005,Savings,Individual,Medium,Completed,Approved,7,No,
APP03207,C03207,2025-09-17,B008,RM016,Business,Business,Medium,Failed,Rejected,7,No,
APP03208,C03208,2025-04-22,B002,RM004,Savings,Individual,Low,Completed,Approved,10,No,
APP03209,C03209,2025-03-10,B004,RM008,Current,Individual,Low,Completed,Approved,5,No,
APP03210,C03210,2025-12-28,B009,RM019,Savings,Individual,Low,Completed,Rejected,4,No,
APP03211,C03211,2025-01-11,B010,RM020,Savings,Individual,Low,Completed,Approved,9,No,
APP03212,C03212,2025-01-13,B006,RM012,Premium,Individual,Medium,Failed,Rejected,3,No,
APP03213,C03213,2025-06-03,B008,RM017,Current,Individual,Low,Completed,Approved,9,No,
APP03214,C03214,2025-09-02,B009,RM018,Premium,Individual,Low,Pending,Pending,13,No,
APP03215,C03215,2025-12-24,B007,RM015,Current,Individual,Medium,Completed,Approved,9,No,
APP03216,C03216,2025-02-15,B009,RM019,Savings,Individual,Medium,Completed,Approved,10,No,
APP03217,C03217,2025-08-30,B004,RM008,Savings,Individual,Low,Completed,Approved,15,Yes,Risk Assessment
APP03218,C03218,2025-05-08,B001,RM003,Savings,Individual,Low,Completed,Approved,3,No,
APP03219,C03219,2025-04-01,B004,RM009,Savings,Individual,Low,Completed,Approved,8,No,
APP03220,C03220,2025-06-19,B003,RM007,Current,Business,Medium,Completed,Approved,9,No,
APP03221,C03221,2025-07-19,B003,RM006,Savings,Individual,Medium,Completed,Approved,7,No,
APP03222,C03222,2025-07-16,B003,RM006,Savings,Individual,High,Completed,Approved,11,Yes,Enhanced Due Diligence
APP03223,C03223,2025-05-24,B006,RM013,Savings,Individual,Medium,Completed,Approved,4,No,
APP03224,C03224,2025-10-29,B001,RM003,Savings,Individual,Low,Completed,Approved,10,No,
APP03225,C03225,2025-01-30,B004,RM008,Savings,Individual,Low,Completed,Approved,8,No,
APP03226,C03226,2025-01-23,B008,RM016,Savings,Individual,Medium,Pending,Pending,14,No,
APP03227,C03227,2025-10-19,B003,RM006,Current,Business,High,Completed,Approved,6,No,
APP03228,C03228,2025-06-24,B004,RM009,Current,Individual,Medium,Completed,Approved,10,No,
APP03229,C03229,2025-04-13,B005,RM011,Current,Business,Medium,Completed,Approved,8,No,
APP03230,C03230,2025-03-16,B003,RM006,Premium,Individual,Low,Failed,Rejected,6,No,
APP03231,C03231,2025-07-13,B009,RM019,Premium,Individual,Low,Completed,Approved,7,No,
APP03232,C03232,2025-12-25,B001,RM002,Premium,Business,High,Completed,Pending,12,No,
APP03233,C03233,2025-08-04,B010,RM021,Savings,Individual,Low,Completed,Approved,7,No,
APP03234,C03234,2025-11-30,B001,RM002,Current,Individual,Low,Pending,Pending,14,No,
APP03235,C03235,2025-04-01,B001,RM003,Savings,Individual,Low,Completed,Pending,14,Yes,Sanctions Screening
APP03236,C03236,2025-02-07,B007,RM015,Savings,Individual,Low,Completed,Approved,10,No,
APP03237,C03237,2025-11-11,B001,RM002,Current,Individual,Low,Completed,Approved,10,No,
APP03238,C03238,2025-09-21,B007,RM014,Current,Individual,Medium,Completed,Approved,2,No,
APP03239,C03239,2025-09-26,B010,RM021,Business,Business,Medium,Completed,Approved,3,No,
APP03240,C03240,2025-05-25,B010,RM020,Premium,Individual,Low,Completed,Pending,17,No,
APP03241,C03241,2025-01-14,B002,RM004,Current,Individual,Medium,Completed,Approved,10,No,
APP03242,C03242,2025-11-29,B006,RM013,Current,Individual,Medium,Completed,Approved,6,No,
APP03243,C03243,2025-05-20,B007,RM015,Savings,Individual,Low,Completed,Approved,3,No,
APP03244,C03244,2025-04-12,B003,RM006,Savings,Individual,Low,Completed,Approved,9,No,
APP03245,C03245,2025-09-11,B002,RM004,Current,Individual,Low,Completed,Approved,5,No,
APP03246,C03246,2025-02-07,B002,RM005,Savings,Individual,Low,Completed,Approved,2,No,
APP03247,C03247,2025-06-05,B010,RM020,Savings,Individual,Low,Completed,Approved,2,No,
APP03248,C03248,2025-10-30,B003,RM007,Savings,Individual,High,Failed,Rejected,6,No,
APP03249,C03249,2025-09-07,B009,RM019,Savings,Individual,Medium,Completed,Approved,6,No,
APP03250,C03250,2025-04-01,B001,RM001,Current,Individual,Low,Completed,Approved,2,No,
APP03251,C03251,2025-02-03,B002,RM004,Savings,Individual,Low,Completed,Approved,9,No,
APP03252,C03252,2025-03-27,B010,RM021,Savings,Individual,Low,Completed,Approved,5,No,
APP03253,C03253,2025-02-23,B009,RM019,Savings,Individual,Medium,Completed,Approved,9,No,
APP03254,C03254,2025-06-08,B004,RM009,Savings,Individual,Medium,Completed,Approved,5,No,
APP03255,C03255,2025-02-24,B002,RM004,Business,Business,Medium,Completed,Approved,2,No,
APP03256,C03256,2025-06-07,B007,RM014,Business,Business,Medium,Completed,Approved,7,No,
