Customer_ID,Customer_Type,Age,Annual_Income,Account_Type,Risk_Level,Branch_ID,RM_ID
C03114,Individual,18.0,64700,Premium,Low,B004,RM008
C03115,Individual,74.0,78004,Premium,Medium,B001,RM003
C03116,Individual,72.0,78071,Premium,Medium,B009,RM018
C03117,Individual,30.0,83039,Savings,Low,B010,RM020
C03118,Individual,37.0,19570,Savings,Low,B009,RM018
C03119,Individual,75.0,84298,Savings,Medium,B009,RM018
C03120,Individual,44.0,59397,Current,Medium,B006,RM013
C03121,Business,,105043,Business,Medium,B010,RM021
C03122,Business,,82391,Business,Medium,B002,RM005
C03123,Individual,45.0,87361,Current,High,B007,RM015
C03124,Individual,48.0,48679,Savings,Low,B003,RM006
C03125,Individual,25.0,51483,Premium,Low,B005,RM011
C03126,Individual,38.0,105001,Current,Low,B005,RM011
C03127,Business,,227022,Current,Medium,B001,RM003
C03128,Individual,69.0,49345,Savings,Medium,B006,RM012
C03129,Individual,19.0,50237,Premium,Low,B004,RM008
C03130,Individual,35.0,66546,Current,Medium,B001,RM003
C03131,Individual,59.0,80050,Savings,Medium,B004,RM009
C03132,Individual,72.0,100207,Savings,Low,B007,RM015
C03133,Individual,23.0,68810,Current,Medium,B005,RM011
C03134,Individual,33.0,97824,Current,High,B009,RM019
C03135,Individual,73.0,109607,Premium,Low,B006,RM012
C03136,Business,,139916,Premium,High,B004,RM008
C03137,Individual,43.0,119604,Current,High,B007,RM014
C03138,Individual,26.0,60343,Current,Low,B003,RM006
C03139,Individual,34.0,35184,Savings,Low,B007,RM015
C03140,Individual,18.0,66093,Savings,Low,B010,RM020
C03141,Individual,30.0,104704,Current,Medium,B010,RM020
C03142,Business,,293262,Current,High,B009,RM019
C03143,Individual,66.0,71290,Premium,Low,B009,RM019
C03144,Individual,46.0,64390,Premium,Low,B005,RM010
C03145,Individual,51.0,35146,Premium,Medium,B010,RM021
C03146,Individual,30.0,52425,Premium,Medium,B003,RM006
C03147,Individual,19.0,20179,Savings,Low,B008,RM016
C03148,Individual,57.0,84413,Premium,Low,B004,RM008
C03149,Business,,891420,Business,Medium,B001,RM003
C03150,Individual,54.0,49981,Premium,Medium,B008,RM017
C03151,Individual,57.0,61445,Current,Low,B003,RM007
C03152,Individual,62.0,18372,Savings,Medium,B003,RM007
C03153,Individual,32.0,55212,Savings,High,B007,RM015
C03154,Individual,69.0,26553,Current,Low,B003,RM007
C03155,Business,,871682,Premium,High,B001,RM001
C03156,Business,,239971,Business,Medium,B008,RM017
C03157,Individual,58.0,109397,Current,Medium,B009,RM018
C03158,Individual,48.0,39352,Premium,Low,B005,RM011
C03159,Individual,68.0,112161,Savings,Medium,B006,RM013
C03160,Business,,226395,Current,Medium,B007,RM014
C03161,Individual,49.0,52874,Current,Low,B006,RM013
C03162,Individual,23.0,91753,Premium,Low,B006,RM013
C03163,Individual,55.0,44651,Current,Low,B004,RM008
C03164,Individual,30.0,52048,Current,Medium,B005,RM011
C03165,Business,,79907,Business,Medium,B007,RM014
C03166,Individual,52.0,48432,Current,Low,B002,RM004
C03167,Individual,48.0,44994,Current,Medium,B008,RM016
C03168,Individual,62.0,63414,Savings,Medium,B003,RM006
C03169,Individual,23.0,65134,Savings,Low,B010,RM021
C03170,Individual,40.0,62564,Savings,Medium,B002,RM004
C03171,Business,,171106,Current,Medium,B006,RM012
C03172,Individual,25.0,83073,Current,Medium,B001,RM003
C03173,Individual,55.0,18412,Current,Low,B005,RM011
C03174,Individual,19.0,136295,Current,Medium,B009,RM018
C03175,Individual,69.0,53697,Current,Low,B003,RM007
C03176,Individual,33.0,75650,Current,Medium,B005,RM011
C03177,Business,,992135,Business,Medium,B003,RM007
C03178,Individual,56.0,45933,Premium,Low,B007,RM015
C03179,Individual,73.0,25757,Savings,Low,B004,RM008
C03180,Business,,222794,Business,High,B009,RM018
C03181,Business,,752987,Business,Medium,B010,RM021
C03182,Individual,20.0,42688,Premium,Medium,B010,RM020
C03183,Individual,52.0,98490,Premium,Low,B004,RM009
C03184,Business,,65545,Business,Medium,B009,RM019
C03185,Individual,53.0,23341,Current,Low,B002,RM005
C03186,Individual,43.0,32903,Current,Low,B003,RM007
C03187,Individual,32.0,70827,Current,Low,B005,RM010
C03188,Individual,36.0,43716,Premium,Medium,B003,RM006
C03189,Business,,89198,Business,Medium,B002,RM005
C03190,Individual,64.0,26922,Savings,Medium,B007,RM014
C03191,Individual,44.0,28705,Current,Low,B001,RM002
C03192,Individual,18.0,30594,Savings,Low,B001,RM001
C03193,Individual,70.0,69387,Savings,Medium,B009,RM019
C03194,Individual,70.0,25749,Savings,Low,B007,RM014
C03195,Individual,26.0,85749,Current,Medium,B001,RM002
C03196,Individual,25.0,25089,Current,Low,B003,RM006
C03197,Business,,41888,Business,Medium,B010,RM021
C03198,Individual,62.0,33075,Current,Low,B010,RM020
C03199,Individual,25.0,52233,Premium,Low,B010,RM021
C03200,Individual,20.0,33186,Savings,Medium,B008,RM016
C03201,Individual,34.0,118701,Premium,Low,B005,RM011
C03202,Individual,56.0,58698,Premium,Low,B002,RM004
C03203,Individual,58.0,75915,Current,Low,B006,RM013
C03204,Individual,74.0,98546,Current,Low,B007,RM014
C03205,Business,,279785,Business,Medium,B010,RM021
C03206,Individual,62.0,40791,Savings,Medium,B002,RM005
C03207,Business,,210901,Business,Medium,B008,RM016
C03208,Individual,44.0,106614,Savings,Low,B002,RM004
C03209,Individual,19.0,24522,Current,Low,B004,RM008
C03210,Individual,23.0,46153,Savings,Low,B009,RM019
C03211,Individual,41.0,26377,Savings,Low,B010,RM020
C03212,Individual,54.0,64600,Premium,Medium,B006,RM012
C03213,Individual,69.0,70640,Current,Low,B008,RM017
C03214,Individual,65.0,39069,Premium,Low,B009,RM018
C03215,Individual,65.0,106516,Current,Medium,B007,RM015
C03216,Individual,30.0,119798,Savings,Medium,B009,RM019
C03217,Individual,18.0,70717,Savings,Low,B004,RM008
C03218,Individual,72.0,45813,Savings,Low,B001,RM003
C03219,Individual,29.0,37774,Savings,Low,B004,RM009
C03220,Business,,86299,Current,Medium,B003,RM007
C03221,Individual,73.0,56978,Savings,Medium,B003,RM006
C03222,Individual,28.0,110158,Savings,High,B003,RM006
C03223,Individual,48.0,90449,Savings,Medium,B006,RM013
C03224,Individual,26.0,23975,Savings,Low,B001,RM003
C03225,Individual,30.0,23740,Savings,Low,B004,RM008
C03226,Individual,22.0,74424,Savings,Medium,B008,RM016
C03227,Business,,644201,Current,High,B003,RM006
C03228,Individual,46.0,77250,Current,Medium,B004,RM009
C03229,Business,,40247,Current,Medium,B005,RM011
C03230,Individual,27.0,32172,Premium,Low,B003,RM006
C03231,Individual,47.0,53353,Premium,Low,B009,RM019
C03232,Business,,2685309,Premium,High,B001,RM002
C03233,Individual,53.0,55600,Savings,Low,B010,RM021
C03234,Individual,50.0,88865,Current,Low,B001,RM002
C03235,Individual,63.0,43515,Savings,Low,B001,RM003
C03236,Individual,45.0,64040,Savings,Low,B007,RM015
C03237,Individual,18.0,108160,Current,Low,B001,RM002
C03238,Individual,30.0,103385,Current,Medium,B007,RM014
C03239,Business,,596458,Business,Medium,B010,RM021
C03240,Individual,31.0,25129,Premium,Low,B010,RM020
C03241,Individual,54.0,98205,Current,Medium,B002,RM004
C03242,Individual,63.0,42253,Current,Medium,B006,RM013
C03243,Individual,36.0,53601,Savings,Low,B007,RM015
C03244,Individual,26.0,118697,Savings,Low,B003,RM006
C03245,Individual,53.0,74974,Current,Low,B002,RM004
C03246,Individual,53.0,94940,Savings,Low,B002,RM005
C03247,Individual,45.0,90705,Savings,Low,B010,RM020
C03248,Individual,37.0,99672,Savings,High,B003,RM007
C03249,Individual,47.0,112223,Savings,Medium,B009,RM019
C03250,Individual,26.0,35231,Current,Low,B001,RM001
C03251,Individual,72.0,65423,Savings,Low,B002,RM004
C03252,Individual,64.0,64253,Savings,Low,B010,RM021
C03253,Individual,73.0,145651,Savings,Medium,B009,RM019
C03254,Individual,57.0,65350,Savings,Medium,B004,RM009
C03255,Business,,766379,Business,Medium,B002,RM004
C03256,Business,,97675,Business,Medium,B007,RM014
C03257,Individual,44.0,60883,Current,Medium,B007,RM015
C03258,Individual,60.0,106122,Savings,Medium,B006,RM013
C03259,Individual,29.0,68242,Savings,Low,B007,RM015
C03260,Individual,51.0,107192,Current,High,B005,RM011
C03261,Individual,22.0,63127,Savings,Low,B003,RM007
C03262,Business,,90452,Business,Medium,B005,RM011
C03263,Individual,72.0,93211,Savings,High,B007,RM015
C03264,Individual,32.0,110798,Premium,Medium,B008,RM017
C03265,Business,,111949,Current,Medium,B005,RM011
C03266,Business,,207796,Business,Medium,B006,RM012
C03267,Individual,57.0,94636,Savings,Medium,B005,RM011
C03268,Individual,35.0,40794,Current,Low,B002,RM005
C03269,Individual,49.0,117739,Premium,Low,B005,RM010
C03270,Business,,128708,Business,Medium,B005,RM010
C03271,Individual,38.0,110411,Savings,Medium,B007,RM014
C03272,Individual,37.0,120928,Current,Medium,B004,RM009
C03273,Individual,19.0,118304,Current,Medium,B001,RM002
C03274,Individual,45.0,38217,Savings,Low,B001,RM003
C03275,Business,,239053,Current,High,B006,RM013
C03276,Individual,71.0,110713,Savings,Low,B001,RM003
C03277,Individual,65.0,70135,Savings,Low,B008,RM016
C03278,Individual,25.0,44370,Savings,Low,B005,RM011
C03279,Individual,28.0,34412,Savings,Low,B010,RM021
C03280,Individual,51.0,113705,Current,Low,B010,RM020
C03281,Individual,59.0,91030,Premium,Medium,B006,RM012
C03282,Individual,63.0,58346,Savings,Low,B008,RM016
C03283,Business,,95660,Premium,Medium,B001,RM003
C03284,Individual,71.0,45665,Savings,High,B009,RM019
C03285,Individual,50.0,22806,Premium,Medium,B006,RM013
C03286,Individual,57.0,41533,Premium,Medium,B004,RM009
C03287,Individual,27.0,33524,Savings,Low,B010,RM020
C03288,Business,,539074,Business,High,B001,RM003
C03289,Individual,68.0,108076,Savings,Low,B009,RM019
C03290,Individual,21.0,76188,Savings,Low,B008,RM016
C03291,Individual,34.0,32587,Savings,Low,B004,RM009
C03292,Individual,70.0,115693,Savings,Medium,B008,RM016
C03293,Individual,50.0,37109,Savings,Low,B001,RM002
C03294,Individual,41.0,79880,Current,Medium,B003,RM007
C03295,Business,,57273,Business,Medium,B004,RM008
C03296,Individual,27.0,164908,Savings,Low,B004,RM008
C03297,Individual,24.0,38696,Current,Low,B006,RM013
C03298,Individual,74.0,86538,Savings,Medium,B009,RM019
C03299,Individual,72.0,46441,Savings,Low,B001,RM002
C03300,Business,,66331,Business,High,B010,RM020
C03301,Business,,78413,Business,Medium,B003,RM006
C03302,Individual,42.0,55136,Savings,Medium,B009,RM018
C03303,Business,,179636,Current,Medium,B001,RM003
C03304,Individual,20.0,61489,Savings,Medium,B009,RM018
C03305,Business,,1801149,Business,High,B001,RM001
C03306,Individual,65.0,23597,Current,Low,B004,RM008
C03307,Individual,39.0,60859,Savings,Medium,B006,RM012
C03308,Individual,51.0,79551,Current,Medium,B009,RM018
C03309,Individual,35.0,60393,Savings,Low,B004,RM008
C03310,Business,,180889,Current,High,B002,RM004
C03311,Individual,32.0,171988,Savings,Low,B007,RM014
C03312,Business,,81142,Current,High,B009,RM019
C03313,Individual,20.0,68698,Premium,Low,B008,RM016
C03314,Individual,74.0,38932,Premium,Medium,B005,RM011
C03315,Individual,36.0,71000,Current,Low,B004,RM008
C03316,Individual,45.0,173372,Savings,Medium,B003,RM006
C03317,Individual,31.0,113163,Current,High,B006,RM012
C03318,Business,,285183,Premium,Medium,B003,RM006
C03319,Individual,24.0,76671,Current,Low,B001,RM002
C03320,Individual,23.0,64136,Premium,Medium,B003,RM006
C03321,Individual,37.0,30217,Savings,Low,B005,RM011
C03322,Individual,45.0,81570,Premium,High,B005,RM011
C03323,Individual,72.0,56685,Savings,Medium,B006,RM013
C03324,Individual,40.0,45395,Premium,Low,B010,RM020
C03325,Individual,46.0,18430,Premium,Medium,B002,RM005
C03326,Individual,43.0,44705,Current,High,B002,RM004
C03327,Individual,37.0,111425,Savings,High,B010,RM021
C03328,Business,,71906,Current,Medium,B003,RM006
C03329,Business,,862051,Business,High,B004,RM009
C03330,Individual,19.0,107836,Premium,Medium,B001,RM001
C03331,Individual,55.0,52266,Savings,Medium,B007,RM015
C03332,Individual,25.0,64743,Premium,Low,B002,RM004
C03333,Individual,38.0,95762,Savings,Medium,B001,RM001
C03334,Individual,71.0,25214,Savings,Low,B001,RM001
C03335,Business,,68686,Premium,Medium,B007,RM015
C03336,Individual,65.0,33543,Premium,Low,B006,RM012
C03337,Individual,35.0,87883,Savings,Low,B003,RM006
C03338,Individual,72.0,70010,Savings,Low,B006,RM013
C03339,Business,,93018,Business,Medium,B009,RM018
C03340,Individual,66.0,25149,Savings,Low,B006,RM013
C03341,Business,,260521,Current,Medium,B003,RM007
C03342,Individual,61.0,57216,Current,Low,B001,RM002
C03343,Individual,72.0,173369,Savings,Low,B003,RM007
C03344,Business,,291000,Current,Medium,B005,RM011
C03345,Business,,76000,Business,Medium,B009,RM019
C03346,Individual,18.0,55807,Premium,Low,B006,RM013
C03347,Individual,65.0,64496,Current,Low,B004,RM008
C03348,Individual,25.0,78558,Savings,Low,B010,RM021
C03349,Individual,26.0,80529,Savings,Medium,B005,RM010
C03350,Individual,59.0,46210,Savings,Low,B009,RM019
C03351,Individual,21.0,35560,Savings,Low,B005,RM010
C03352,Individual,38.0,20127,Savings,Low,B009,RM018
C03353,Individual,24.0,80968,Savings,Medium,B009,RM019
C03354,Individual,57.0,74373,Savings,Low,B006,RM012
C03355,Individual,21.0,75908,Current,Low,B007,RM015
C03356,Individual,33.0,84725,Savings,Low,B004,RM009
C03357,Individual,21.0,19777,Savings,Low,B006,RM012
C03358,Individual,39.0,81236,Current,High,B003,RM007
C03359,Individual,24.0,23026,Savings,Low,B001,RM003
C03360,Individual,34.0,78589,Current,Low,B007,RM014
C03361,Business,,88508,Business,Medium,B003,RM006
C03362,Individual,38.0,37238,Savings,Low,B001,RM001
C03363,Individual,59.0,39733,Current,Medium,B002,RM004
C03364,Individual,34.0,53701,Savings,Low,B004,RM008
C03365,Individual,29.0,47650,Current,Low,B010,RM020
C03366,Individual,73.0,58566,Savings,Low,B003,RM007
C03367,Individual,67.0,119938,Savings,Medium,B003,RM006
C03368,Individual,45.0,57538,Savings,Low,B010,RM021
C03369,Individual,66.0,71034,Current,Medium,B004,RM009
C03370,Individual,53.0,63627,Savings,Low,B004,RM009
C03371,Individual,67.0,23818,Premium,High,B007,RM014
C03372,Business,,117389,Business,High,B007,RM014
C03373,Individual,33.0,113482,Savings,High,B007,RM015
C03374,Individual,48.0,104213,Savings,Medium,B010,RM020
C03375,Individual,36.0,97746,Premium,Low,B006,RM013
C03376,Individual,31.0,66720,Savings,Medium,B010,RM021
C03377,Business,,461581,Business,High,B007,RM015
C03378,Business,,46767,Business,Medium,B008,RM017
C03379,Individual,44.0,168820,Current,High,B006,RM013
C03380,Individual,60.0,75948,Savings,Medium,B004,RM008
C03381,Individual,44.0,105775,Current,Low,B010,RM021
C03382,Individual,33.0,75807,Current,Low,B002,RM004
C03383,Business,,231096,Business,Medium,B009,RM018
C03384,Individual,47.0,26023,Savings,Medium,B008,RM017
C03385,Individual,48.0,40266,Premium,Low,B010,RM021
C03386,Business,,4790962,Current,Medium,B003,RM006
C03387,Individual,54.0,22319,Premium,Medium,B007,RM014
C03388,Individual,37.0,108968,Savings,Low,B005,RM010
C03389,Individual,71.0,65467,Current,Low,B007,RM014
C03390,Business,,47135,Business,High,B010,RM020
C03391,Individual,37.0,30956,Current,Low,B002,RM005
C03392,Individual,59.0,65117,Current,Medium,B002,RM004
C03393,Individual,61.0,36045,Savings,Low,B010,RM020
C03394,Individual,42.0,29465,Current,Low,B002,RM005
C03395,Individual,33.0,57832,Current,Low,B002,RM004
C03396,Individual,35.0,134119,Savings,Medium,B008,RM016
C03397,Business,,2147695,Business,Medium,B001,RM003
C03398,Individual,62.0,44068,Premium,Medium,B008,RM016
C03399,Individual,22.0,179553,Savings,Low,B001,RM002
C03400,Individual,63.0,45441,Current,Low,B005,RM010
C03401,Business,,99759,Business,Medium,B007,RM015
C03402,Business,,242682,Premium,High,B002,RM005
C03403,Individual,33.0,47994,Premium,Medium,B005,RM011
C03404,Business,,2268204,Business,High,B001,RM001
C03405,Individual,22.0,71329,Current,Medium,B008,RM017
C03406,Individual,52.0,45232,Savings,Low,B002,RM004
C03407,Individual,74.0,21203,Current,Low,B001,RM002
C03408,Individual,47.0,40282,Savings,High,B009,RM019
C03409,Individual,23.0,35485,Savings,Low,B006,RM012
C03410,Business,,1314920,Current,Medium,B007,RM014
C03411,Business,,199762,Business,Medium,B010,RM020
C03412,Individual,68.0,122458,Premium,Medium,B010,RM020
C03413,Individual,42.0,36926,Premium,Low,B003,RM007
C03414,Individual,74.0,25781,Savings,Low,B006,RM012
C03415,Individual,60.0,52159,Savings,Low,B005,RM010
C03416,Individual,38.0,39495,Savings,Low,B002,RM004
C03417,Individual,41.0,44260,Premium,Low,B009,RM018
C03418,Individual,35.0,63520,Savings,Medium,B009,RM018
C03419,Business,,115297,Business,Medium,B006,RM012
C03420,Individual,60.0,93645,Savings,Medium,B005,RM011
C03421,Business,,81821,Current,Medium,B007,RM014
C03422,Individual,59.0,64048,Savings,Low,B001,RM002
C03423,Individual,20.0,39427,Premium,Low,B004,RM008
C03424,Business,,269943,Premium,Medium,B003,RM007
C03425,Individual,62.0,46724,Premium,Low,B007,RM014
C03426,Individual,21.0,46572,Savings,Low,B001,RM003
C03427,Individual,30.0,47295,Savings,Medium,B003,RM006
C03428,Individual,53.0,23734,Current,Low,B009,RM018
C03429,Individual,73.0,24311,Savings,Low,B010,RM020
C03430,Individual,35.0,36161,Savings,Low,B002,RM004
C03431,Individual,68.0,21783,Premium,Low,B001,RM002
C03432,Individual,67.0,89543,Savings,Medium,B010,RM021
C03433,Business,,68618,Business,Medium,B006,RM012
C03434,Individual,20.0,70432,Savings,Low,B009,RM018
C03435,Business,,59667,Business,Medium,B006,RM013
C03436,Individual,57.0,48273,Current,Low,B002,RM005
C03437,Individual,48.0,69762,Savings,Medium,B003,RM007
C03438,Individual,23.0,76402,Premium,Low,B007,RM015
C03439,Individual,49.0,156650,Current,High,B004,RM009
C03440,Individual,67.0,22781,Savings,Medium,B010,RM020
C03441,Business,,162796,Current,Medium,B010,RM020
C03442,Individual,39.0,62575,Premium,Medium,B010,RM020
C03443,Individual,67.0,27117,Savings,Medium,B001,RM002
C03444,Individual,45.0,43200,Current,Low,B003,RM007
C03445,Individual,52.0,64724,Savings,Low,B006,RM013
C03446,Individual,32.0,57915,Savings,Medium,B002,RM004
C03447,Individual,46.0,54592,Savings,Medium,B005,RM011
C03448,Business,,63443,Business,Medium,B005,RM011
C03449,Individual,43.0,50533,Current,Medium,B005,RM010
C03450,Individual,67.0,91819,Savings,High,B001,RM003
C03451,Individual,29.0,22614,Premium,Low,B005,RM010
C03452,Individual,20.0,69777,Current,Low,B006,RM012
C03453,Individual,73.0,47078,Savings,Low,B008,RM016
C03454,Business,,107548,Business,High,B010,RM020
C03455,Individual,35.0,32816,Savings,High,B004,RM008
C03456,Individual,57.0,119307,Savings,Low,B004,RM008
C03457,Individual,52.0,89129,Savings,Low,B005,RM010
C03458,Business,,68513,Business,High,B010,RM020
C03459,Individual,28.0,27682,Premium,Low,B003,RM006
C03460,Individual,44.0,51588,Premium,Low,B004,RM009
C03461,Individual,43.0,53757,Savings,High,B001,RM001
C03462,Individual,26.0,82163,Premium,Low,B004,RM008
C03463,Individual,20.0,63481,Savings,Low,B007,RM014
C03464,Individual,21.0,25843,Current,Low,B010,RM021
C03465,Individual,49.0,20024,Savings,Low,B003,RM007
C03466,Individual,39.0,64692,Savings,Medium,B007,RM014
C03467,Individual,35.0,84193,Savings,Low,B010,RM021
C03468,Individual,46.0,49347,Savings,Low,B006,RM013
C03469,Business,,88686,Business,High,B008,RM017
C03470,Business,,119783,Business,Medium,B008,RM016
C03471,Individual,33.0,47750,Current,High,B006,RM012
C03472,Individual,62.0,85261,Current,High,B007,RM014
C03473,Individual,39.0,23793,Current,Low,B007,RM015
C03474,Individual,68.0,76292,Savings,Medium,B006,RM012
C03475,Individual,44.0,43923,Savings,Low,B002,RM004
C03476,Individual,53.0,68953,Savings,Medium,B008,RM016
C03477,Individual,39.0,22953,Savings,Low,B009,RM019
C03478,Individual,22.0,104808,Current,Medium,B005,RM010
C03479,Individual,44.0,34317,Savings,Low,B003,RM007
C03480,Individual,19.0,26022,Savings,Low,B004,RM009
C03481,Individual,54.0,89732,Premium,Medium,B002,RM005
C03482,Individual,45.0,72912,Premium,Low,B004,RM009
C03483,Business,,861378,Current,Medium,B009,RM019
C03484,Business,,189783,Business,High,B006,RM013
C03485,Business,,46176,Business,Medium,B001,RM003
C03486,Business,,68047,Business,Medium,B008,RM017
C03487,Business,,137879,Business,High,B006,RM012
C03488,Individual,69.0,112047,Premium,Low,B007,RM015
C03489,Business,,223014,Premium,Medium,B008,RM017
C03490,Individual,45.0,27131,Current,Low,B006,RM012
C03491,Individual,44.0,60637,Savings,Low,B003,RM006
C03492,Individual,42.0,61876,Premium,Low,B001,RM002
C03493,Individual,66.0,67386,Current,Low,B004,RM009
C03494,Individual,19.0,78293,Current,Low,B005,RM010
C03495,Individual,54.0,32322,Premium,Low,B001,RM003
C03496,Individual,30.0,72337,Savings,High,B001,RM002
C03497,Business,,4032647,Business,High,B003,RM006
C03498,Individual,51.0,43403,Savings,Low,B010,RM020
C03499,Individual,36.0,49438,Current,Low,B003,RM007
C03500,Individual,54.0,57676,Savings,Medium,B007,RM015
C03501,Individual,64.0,65914,Savings,Medium,B003,RM007
C03502,Individual,18.0,22532,Premium,Medium,B001,RM001
C03503,Business,,843154,Business,High,B003,RM007
C03504,Business,,869520,Business,High,B004,RM009
C03505,Business,,199883,Business,High,B003,RM006
C03506,Individual,43.0,45622,Current,Low,B006,RM012
C03507,Individual,56.0,108499,Premium,Medium,B001,RM002
C03508,Business,,593529,Business,High,B002,RM005
C03509,Individual,57.0,46132,Premium,High,B006,RM012
C03510,Business,,4668420,Business,Medium,B006,RM013
C03511,Individual,48.0,74773,Current,Medium,B001,RM002
C03512,Business,,74335,Current,Medium,B001,RM003
C03513,Individual,22.0,20013,Savings,Low,B007,RM014
C03514,Business,,280120,Business,Medium,B009,RM018
C03515,Individual,35.0,54237,Savings,Low,B006,RM013
C03516,Individual,20.0,40787,Savings,Low,B006,RM012
C03517,Individual,25.0,69543,Savings,Low,B010,RM020
C03518,Individual,47.0,86731,Savings,Medium,B009,RM018
C03519,Individual,48.0,108569,Savings,Low,B007,RM015
C03520,Business,,210728,Business,Medium,B008,RM017
C03521,Individual,55.0,114164,Savings,Low,B007,RM014
C03522,Individual,20.0,81840,Savings,High,B004,RM008
C03523,Individual,40.0,44389,Current,Low,B008,RM017
C03524,Individual,41.0,25845,Premium,Low,B010,RM021
C03525,Individual,36.0,31113,Current,Low,B008,RM017
C03526,Individual,22.0,75351,Current,Medium,B007,RM014
C03527,Individual,73.0,24632,Savings,Medium,B006,RM013
C03528,Individual,70.0,71391,Current,Low,B009,RM018
C03529,Individual,38.0,30156,Current,Low,B003,RM006
C03530,Individual,51.0,59649,Savings,High,B001,RM002
C03531,Individual,30.0,80501,Savings,Medium,B008,RM017
C03532,Business,,969944,Business,High,B009,RM019
C03533,Business,,4327585,Business,Medium,B002,RM005
C03534,Business,,136754,Business,High,B008,RM016
C03535,Individual,42.0,37744,Savings,Low,B002,RM004
C03536,Individual,70.0,27131,Savings,Low,B005,RM011
C03537,Individual,61.0,142858,Current,Medium,B008,RM016
C03538,Individual,57.0,107996,Premium,Medium,B010,RM021
C03539,Individual,42.0,79971,Savings,Medium,B007,RM015
C03540,Individual,20.0,64748,Savings,Low,B005,RM011
C03541,Individual,57.0,89983,Savings,Medium,B005,RM010
C03542,Business,,286815,Business,High,B010,RM020
C03543,Business,,94905,Business,Medium,B005,RM010
C03544,Business,,780934,Business,High,B008,RM016
C03545,Individual,21.0,101926,Savings,Medium,B002,RM004
C03546,Business,,295355,Current,Medium,B007,RM015
C03547,Business,,40584,Business,Medium,B007,RM015
C03548,Individual,63.0,26573,Current,Medium,B010,RM020
C03549,Business,,513183,Business,Medium,B009,RM019
C03550,Individual,49.0,119329,Savings,Low,B007,RM014
C03551,Individual,70.0,55890,Premium,Medium,B007,RM015
C03552,Individual,36.0,55732,Current,Low,B004,RM009
C03553,Business,,3905282,Business,High,B007,RM014
C03554,Individual,51.0,30872,Savings,Low,B010,RM020
C03555,Business,,133694,Business,Medium,B001,RM001
C03556,Business,,137027,Business,Medium,B001,RM002
C03557,Individual,65.0,41144,Savings,Medium,B009,RM019
C03558,Individual,70.0,21753,Savings,Low,B001,RM001
C03559,Individual,30.0,140989,Premium,High,B004,RM008
C03560,Individual,66.0,93157,Current,Low,B001,RM001
C03561,Individual,55.0,37503,Current,Low,B008,RM017
C03562,Individual,18.0,100297,Premium,Medium,B001,RM001
C03563,Individual,32.0,58263,Savings,Low,B010,RM021
C03564,Individual,61.0,25540,Savings,Low,B004,RM009
C03565,Individual,45.0,31680,Savings,Low,B001,RM003
C03566,Individual,23.0,22492,Current,Low,B002,RM005
C03567,Business,,899867,Business,Medium,B005,RM011
C03568,Business,,530988,Business,High,B002,RM005
C03569,Business,,155598,Current,High,B001,RM001
C03570,Individual,30.0,73019,Savings,Low,B009,RM019
C03571,Business,,446728,Current,Medium,B008,RM016
C03572,Individual,40.0,46805,Savings,Low,B008,RM016
C03573,Business,,225492,Business,High,B009,RM018
C03574,Business,,55478,Business,Medium,B006,RM013
C03575,Individual,59.0,50581,Savings,Low,B010,RM020
C03576,Individual,45.0,73732,Current,Low,B010,RM021
C03577,Individual,46.0,45611,Premium,High,B006,RM013
C03578,Individual,59.0,75243,Premium,Low,B005,RM011
C03579,Individual,69.0,75091,Savings,Low,B010,RM021
C03580,Individual,27.0,79535,Current,Low,B001,RM001
C03581,Business,,687299,Premium,Medium,B006,RM012
C03582,Business,,605039,Business,Medium,B007,RM014
C03583,Individual,55.0,20292,Premium,Low,B006,RM012
C03584,Individual,23.0,68927,Savings,Low,B005,RM010
C03585,Individual,21.0,103662,Current,Low,B010,RM021
C03586,Individual,56.0,91858,Savings,Medium,B008,RM017
C03587,Individual,21.0,41091,Current,Medium,B001,RM003
C03588,Individual,74.0,38762,Savings,Low,B007,RM014
C03589,Individual,35.0,18752,Savings,Low,B006,RM013
C03590,Business,,95769,Business,Medium,B002,RM004
C03591,Individual,42.0,19371,Savings,Medium,B004,RM008
C03592,Business,,481153,Premium,High,B007,RM015
C03593,Individual,69.0,63821,Savings,High,B005,RM010
C03594,Individual,38.0,46030,Current,Medium,B005,RM011
C03595,Business,,2541316,Premium,High,B008,RM016
C03596,Individual,42.0,72305,Current,Low,B005,RM011
C03597,Business,,61646,Current,Medium,B007,RM014
C03598,Business,,209794,Business,High,B004,RM009
C03599,Individual,35.0,59442,Current,Medium,B006,RM012
C03600,Individual,45.0,67295,Current,Low,B007,RM014
C03601,Individual,33.0,39725,Current,Low,B009,RM018
C03602,Individual,50.0,99053,Savings,Medium,B007,RM015
C03603,Individual,60.0,96503,Savings,High,B007,RM015
C03604,Individual,73.0,63332,Savings,Medium,B005,RM011
C03605,Individual,41.0,122089,Current,Medium,B007,RM015
C03606,Individual,70.0,33003,Savings,Low,B010,RM021
C03607,Individual,20.0,69283,Savings,Medium,B003,RM006
C03608,Individual,58.0,102633,Current,High,B001,RM003
C03609,Individual,19.0,22512,Savings,High,B002,RM004
C03610,Individual,26.0,40318,Savings,Low,B003,RM006
C03611,Individual,31.0,44242,Savings,Low,B005,RM010
C03612,Individual,61.0,25333,Current,Low,B006,RM012
